Stafford+Sheehan,[u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksW2FGHQAoXBUxEGToUtfse10q7DT66_63-woODLReOp1T5anoq8Tbfg',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAR1a4avlEdglViJFssQ2EuTfhg6xpOt4W5Cr9jaNSRt5zRvVqc_BVzg',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRty3X3ush4B00hwwepHzxR7u5ePKwuaVFX47kBPYvRaS0Z8hWbu6_ZFQ',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPyE--SfWj3aWVY8uVaDBpqYblM4y_LkG49f3ZSq6jGyeOVH9jkk9oZ8I',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqqE6-xIC7LE3f29NpmQQx5AUr0KNTIOmMYXfhLpU_SesABbmbNrm0kA]
Jiwen+Zheng,[u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2PPz0pSuPcMtcpp2aNuCFdYbt9u0Gs006MvyEjG9vDB_FMIHdSxvYV3o',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPGS0swOzFyZGsVqxvqAyaXlT0AwVZ43ob2HpkSm7rngG4jJ9z-0pTqA',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCr4fFQadnw5xIUo3RNMh-n0Eux5mvPpKAva0mAx73nDvHW8NJOeOcrX4',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfZIZDHSDyPjUV5N0ZGotyB2dWLvOTQF7k1v8uzWOFvUzWJCXzOXp9DdXT',u'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYkRbqMzQ9G3qNi4TcHseRzcljvQz6bVNgT62-bbN6bZX_AEdXx4qrTg]
